rank,drug_a,drug_b,priority_score,p_empirical,q_value,permutation_z,signed_reversal,reversal_efficiency,reversal_gain_over_best_single,counter_therapeutic,gene_coverage,pathway_coverage,axis_coverage,target_complementarity,compartment_complementarity,cns_reach,regimen_compatibility,network_separation,proximity_z_a,proximity_z_b,complementary_exposure,evidence_score,uncertainty,safety_union,safety_overlap,worst_risk_domain,same_mechanism,shared_safety_class,redundant_targets,excluded_from_primary_ranking,pareto_optimal
1,Clemastine,Minocycline,1.5108,0.00249,0.00837,5.1381,0.0971,0.4244,0.0477,0.0,0.2288,0.6,0.6,1.0,1.0,0.75,1.0,0.2778,-0.7049,-3.6179,True,0.3333,0.475,0.1157,0.001,autoimmunity,False,False,False,False,True
2,Minocycline,Opicinumab,1.5017,0.00249,0.00837,4.5551,0.0991,0.423,0.0494,0.0,0.2343,0.6,0.6,1.0,1.0,0.7,0.6867,0.2778,-3.6179,-0.7473,True,0.3333,0.525,0.1157,0.001,autoimmunity,False,False,False,False,True
3,Minocycline,Ocrelizumab,1.4876,0.00249,0.00837,2.9138,0.0935,0.4845,0.0441,0.0,0.193,0.7,0.6,1.0,1.0,0.7,0.5533,0.2222,-3.6179,-2.7449,True,0.3333,0.325,0.2657,0.0118,infection,False,False,False,False,True
4,Minocycline,Ofatumumab,1.4703,0.00249,0.00837,2.6717,0.0895,0.4867,0.0401,0.0,0.1839,0.6,0.6,1.0,1.0,0.7,0.6867,0.2917,-3.6179,-2.3838,True,0.3333,0.325,0.2392,0.0098,infection,False,False,False,False,True
5,Clemastine,Ocrelizumab,1.4673,0.00249,0.00837,3.969,0.0918,0.4916,0.0441,0.0,0.1867,0.3,0.4,1.0,1.0,0.75,0.5533,1.0,-0.7049,-2.7449,True,0.3333,0.35,0.1745,0.0059,infection,False,False,False,False,True
6,Minocycline,Ublituximab,1.4663,0.00249,0.00837,2.6354,0.0886,0.4945,0.0392,0.0,0.1792,0.6,0.6,1.0,1.0,0.7,0.6867,0.3095,-3.6179,-2.5884,True,0.3333,0.35,0.2392,0.0098,infection,False,False,False,False,True
7,Minocycline,Rituximab,1.4463,0.00249,0.00837,2.9457,0.0862,0.481,0.0368,0.0,0.1792,0.6,0.6,1.0,1.0,0.7,0.5533,0.3095,-3.6179,-2.5884,True,0.3333,0.35,0.2569,0.0108,infection,False,False,False,False,False
8,Clemastine,Ibudilast,1.4457,0.00249,0.00837,4.3378,0.088,0.3989,0.0403,0.0,0.2205,0.4,0.6,1.0,1.0,0.75,1.0,0.2222,-0.7049,-4.4103,True,0.3333,0.475,0.0559,0.001,infection,False,False,False,False,True
9,Clemastine,Ofatumumab,1.4435,0.00249,0.00837,3.6415,0.0878,0.4942,0.0401,0.0,0.1776,0.2,0.4,1.0,1.0,0.75,0.6867,1.0,-0.7049,-2.3838,True,0.3333,0.35,0.1471,0.0049,infection,False,False,False,False,True
10,Clemastine,Methylprednisolone,1.4384,0.00249,0.00837,5.2047,0.1034,0.416,0.0477,0.0,0.2486,0.4,0.4,1.0,0.75,0.75,0.82,0.5944,-0.7049,-3.1022,True,0.3333,0.4,0.1304,0.0049,infection,False,False,False,False,True
11,Clemastine,Ublituximab,1.4382,0.00499,0.01301,3.5487,0.0869,0.5025,0.0392,0.0,0.1728,0.2,0.4,1.0,1.0,0.75,0.6867,1.0,-0.7049,-2.5884,True,0.3333,0.375,0.1471,0.0049,infection,False,False,False,False,True
12,Frexalimab,Minocycline,1.4345,0.00249,0.00837,3.2086,0.0847,0.4164,0.0353,0.0,0.2035,0.7,0.6,1.0,1.0,0.7,0.6867,0.0625,-2.5456,-3.6179,True,0.3333,0.425,0.1775,0.0078,infection,False,False,False,False,True
13,High-dose biotin,Minocycline,1.4283,0.00249,0.00837,4.149,0.0694,0.3786,0.02,0.0,0.1832,0.7,0.8,1.0,1.0,0.7,1.0,0.2222,-0.7599,-3.6179,True,0.3333,0.55,0.1069,0.0,autoimmunity,False,False,False,False,True
14,Opicinumab,Tolebrutinib,1.4267,0.00249,0.00837,4.1591,0.0924,0.4134,0.0428,0.0,0.2236,0.5,0.6,1.0,0.75,0.8,0.6867,0.4667,-0.7473,-3.3227,True,0.3333,0.475,0.1711,0.0034,hepatic,False,False,False,False,False
15,Ibudilast,Ocrelizumab,1.4258,0.00998,0.02038,2.297,0.0843,0.4567,0.0403,0.0,0.1847,0.5,0.6,1.0,1.0,0.7,0.5533,0.2222,-4.4103,-2.7449,True,0.3333,0.325,0.2059,0.0118,infection,False,False,False,False,True
16,Minocycline,Ustekinumab,1.4246,0.00249,0.00837,2.877,0.0887,0.4467,0.0393,0.0,0.1985,0.6,0.6,1.0,1.0,0.7,0.5533,0.0,-3.6179,-1.9172,False,0.3333,0.45,0.1775,0.0078,infection,False,False,False,False,True
17,Clemastine,Dimethyl fumarate,1.4241,0.00249,0.00837,5.0342,0.084,0.417,0.0363,0.0,0.2014,0.4,0.6,1.0,0.75,0.75,1.0,0.7222,-0.7049,-2.3075,True,0.3333,0.375,0.1255,0.0039,infection,False,False,False,False,True
18,Methylprednisolone,Siponimod,1.4229,0.00249,0.00837,3.5705,0.0924,0.3807,0.0367,0.0,0.2428,0.7,0.6,0.9474,0.5,0.65,0.6867,0.05,-3.1022,-2.5366,True,1.0,0.275,0.3125,0.0502,infection,False,False,False,False,True
19,Methylprednisolone,Opicinumab,1.4217,0.00249,0.00837,5.0114,0.1054,0.415,0.0497,0.0,0.2541,0.5,0.4,1.0,0.75,0.6,0.5067,0.5389,-3.1022,-0.7473,True,0.3333,0.45,0.1304,0.0049,infection,False,False,False,False,True
20,High-dose biotin,Ocrelizumab,1.4192,0.00249,0.00837,2.8682,0.064,0.4539,0.02,0.0,0.1411,0.4,0.6,1.0,1.0,0.6,0.5533,0.8611,-0.7599,-2.7449,True,0.6667,0.425,0.1706,0.0,infection,False,False,False,False,True
21,Clemastine,Rituximab,1.4178,0.00249,0.00837,3.7733,0.0844,0.4886,0.0368,0.0,0.1728,0.2,0.4,1.0,1.0,0.75,0.5533,1.0,-0.7049,-2.5884,True,0.3333,0.375,0.1652,0.0054,infection,False,False,False,False,False
22,Inebilizumab,Minocycline,1.4153,0.00249,0.00837,2.8272,0.0843,0.4599,0.0349,0.0,0.1833,0.6,0.6,1.0,1.0,0.7,0.5533,0.2381,-2.8083,-3.6179,True,0.3333,0.4,0.2569,0.0118,infection,False,False,False,False,False
23,Ibudilast,Ofatumumab,1.4128,0.00998,0.02038,2.1006,0.0804,0.4576,0.0401,0.0,0.1756,0.4,0.6,1.0,1.0,0.7,0.6867,0.3472,-4.4103,-2.3838,True,0.3333,0.325,0.1794,0.0098,infection,False,False,False,False,True
24,High-dose biotin,Ublituximab,1.4123,0.00249,0.00837,2.9711,0.0591,0.4647,0.02,0.0,0.1273,0.3,0.6,1.0,1.0,0.6,0.6867,1.0833,-0.7599,-2.5884,True,0.6667,0.45,0.1422,0.0,infection,False,False,False,False,True
25,Clemastine,Frexalimab,1.4096,0.00249,0.00837,4.4441,0.083,0.421,0.0353,0.0,0.1972,0.3,0.4,1.0,1.0,0.75,0.6867,0.8194,-0.7049,-2.5456,True,0.3333,0.45,0.0843,0.0039,infection,False,False,False,False,True
26,Ibudilast,Opicinumab,1.4087,0.00249,0.00837,3.9004,0.089,0.4231,0.0393,0.0,0.2104,0.4,0.6,0.9412,1.0,0.7,0.6867,0.0556,-4.4103,-0.7473,True,0.3333,0.525,0.0559,0.001,infection,False,False,False,False,True
27,Ibudilast,Ublituximab,1.4083,0.00998,0.02038,2.1179,0.0794,0.465,0.0392,0.0,0.1709,0.4,0.6,1.0,1.0,0.7,0.6867,0.3651,-4.4103,-2.5884,True,0.3333,0.35,0.1794,0.0098,infection,False,False,False,False,True
28,Dimethyl fumarate,Opicinumab,1.407,0.00249,0.00837,4.7582,0.086,0.4156,0.0363,0.0,0.2068,0.5,0.6,1.0,0.75,0.55,0.6867,0.6667,-2.3075,-0.7473,True,0.3333,0.425,0.1255,0.0039,infection,False,False,False,False,True
29,Clemastine,Interferon beta-1a,1.4033,0.00249,0.00837,5.65,0.0817,0.359,0.034,0.0031,0.2276,0.4,0.4,1.0,1.0,0.75,0.82,0.6667,-0.7049,-3.5867,True,0.3333,0.4,0.1064,0.0015,hepatic,False,False,False,False,True
30,Clemastine,Ustekinumab,1.4029,0.00249,0.00837,4.6668,0.0869,0.4524,0.0393,0.0,0.1922,0.2,0.4,1.0,1.0,0.75,0.5533,0.7778,-0.7049,-1.9172,True,0.3333,0.475,0.0843,0.0039,infection,False,False,False,False,True
31,Ocrelizumab,Opicinumab,1.401,0.00249,0.00837,3.7852,0.0938,0.488,0.0441,0.0,0.1921,0.4,0.4,1.0,1.0,0.2,0.5067,1.0,-2.7449,-0.7473,True,0.3333,0.4,0.1745,0.0059,infection,False,False,False,False,True
32,Dimethyl fumarate,Siponimod,1.3988,0.00249,0.00837,3.1843,0.0732,0.3744,0.0348,0.0,0.1955,0.7,0.8,0.9474,0.5,0.65,0.8667,0.1556,-2.3075,-2.5366,True,1.0,0.25,0.3131,0.0437,infection,False,False,False,False,True
33,Clemastine,Tolebrutinib,1.3975,0.00249,0.00837,4.0813,0.0904,0.4146,0.0428,0.0,0.2182,0.4,0.6,1.0,0.75,0.8,1.0,0.3611,-0.7049,-3.3227,True,0.3333,0.425,0.1711,0.0034,hepatic,False,False,False,False,True
34,Clemastine,Diroximel fumarate,1.3972,0.00249,0.00837,4.9438,0.0783,0.4135,0.0306,0.0,0.1894,0.4,0.6,1.0,0.75,0.75,1.0,0.7302,-0.7049,-1.9273,True,0.3333,0.4,0.1186,0.0039,infection,False,False,False,False,True
35,Ocrelizumab,Siponimod,1.397,0.00249,0.00837,2.4647,0.0825,0.4176,0.0384,0.0,0.1976,0.6,0.6,1.0,0.5,0.65,0.6867,0.4111,-2.7449,-2.5366,True,1.0,0.225,0.3502,0.0576,infection,False,False,False,False,True
36,High-dose biotin,Ofatumumab,1.3932,0.00249,0.00837,2.7385,0.0601,0.4548,0.02,0.0,0.132,0.3,0.6,1.0,1.0,0.6,0.6867,0.8542,-0.7599,-2.3838,True,0.6667,0.425,0.1422,0.0,infection,False,False,False,False,True
37,Clemastine,Inebilizumab,1.3929,0.00249,0.00837,3.8306,0.0826,0.4665,0.0349,0.0,0.177,0.2,0.4,1.0,1.0,0.75,0.5533,1.0,-0.7049,-2.8083,True,0.3333,0.425,0.1657,0.0059,infection,False,False,False,False,False
38,Minocycline,Secukinumab,1.3907,0.00249,0.00837,3.0762,0.0744,0.4452,0.025,0.0,0.1672,0.7,0.6,1.0,1.0,0.7,0.6867,0.0556,-3.6179,-1.895,True,0.3333,0.475,0.1686,0.0069,infection,False,False,False,False,True
39,Ofatumumab,Siponimod,1.3905,0.00499,0.01301,2.3664,0.0785,0.4166,0.0384,0.0,0.1885,0.6,0.6,1.0,0.5,0.65,0.82,0.425,-2.3838,-2.5366,True,1.0,0.225,0.3314,0.048,infection,False,False,False,False,True
40,Glatiramer acetate,Minocycline,1.3881,0.00249,0.00837,3.3393,0.0771,0.3988,0.0276,0.0,0.1932,0.6,0.6,0.9375,1.0,0.7,0.82,-0.1181,-3.0334,-3.6179,False,0.3333,0.4,0.1245,0.002,autoimmunity,False,False,False,False,True
41,Ibudilast,Rituximab,1.3877,0.00748,0.01683,2.2094,0.077,0.4509,0.0368,0.0,0.1709,0.4,0.6,1.0,1.0,0.7,0.5533,0.3651,-4.4103,-2.5884,True,0.3333,0.35,0.1971,0.0108,infection,False,False,False,False,False
42,High-dose biotin,Rituximab,1.3868,0.00249,0.00837,3.1354,0.0567,0.4457,0.02,0.0,0.1273,0.3,0.6,1.0,1.0,0.6,0.5533,1.0833,-0.7599,-2.5884,True,0.6667,0.45,0.1608,0.0,infection,False,False,False,False,False
43,Clemastine,Idebenone,1.3867,0.00249,0.00837,5.3874,0.0649,0.4022,0.0172,0.0,0.1613,0.4,0.6,1.0,1.0,0.75,1.0,0.7222,-0.7049,-0.7029,True,0.3333,0.55,0.0304,0.0,hepatic,False,False,False,False,True
44,Siponimod,Ublituximab,1.3845,0.00249,0.00837,2.5976,0.0776,0.4224,0.0384,0.0,0.1837,0.6,0.6,1.0,0.5,0.65,0.82,0.4429,-2.5366,-2.5884,True,1.0,0.25,0.3314,0.048,infection,False,False,False,False,True
45,Minocycline,Sirolimus,1.3804,0.00249,0.00837,3.1911,0.0735,0.4027,0.0241,0.0,0.1826,0.7,0.8,1.0,1.0,0.7,0.7333,0.0833,-3.6179,-2.0409,True,0.3333,0.5,0.2789,0.0221,infection,False,False,False,False,True
46,Diroximel fumarate,Opicinumab,1.3801,0.00249,0.00837,4.7193,0.0803,0.4122,0.0306,0.0,0.1948,0.5,0.6,1.0,0.75,0.55,0.6867,0.6746,-1.9273,-0.7473,True,0.3333,0.45,0.1186,0.0039,infection,False,False,False,False,True
47,High-dose biotin,Tolebrutinib,1.378,0.00249,0.00837,3.2664,0.0627,0.3634,0.02,0.0,0.1726,0.5,0.8,1.0,0.75,0.8,1.0,0.4167,-0.7599,-3.3227,True,0.6667,0.5,0.1647,0.0,hepatic,False,False,False,False,True
48,Idebenone,Ocrelizumab,1.3776,0.00249,0.00837,2.8116,0.0613,0.4884,0.0172,0.0,0.1255,0.5,0.6,1.0,1.0,0.55,0.5533,0.7778,-0.7029,-2.7449,True,0.3333,0.4,0.1912,0.0,infection,False,False,False,False,True
49,Ofatumumab,Opicinumab,1.377,0.00249,0.00837,3.8426,0.0898,0.4904,0.0401,0.0,0.1831,0.3,0.4,1.0,1.0,0.2,0.82,1.0,-2.3838,-0.7473,True,0.3333,0.4,0.1471,0.0049,infection,False,False,False,False,True
50,Idebenone,Ublituximab,1.3765,0.00249,0.00837,2.9218,0.0564,0.505,0.0172,0.0,0.1116,0.4,0.6,1.0,1.0,0.55,0.6867,1.0,-0.7029,-2.5884,True,0.3333,0.425,0.1627,0.0,infection,False,False,False,False,True
51,Clemastine,Natalizumab,1.3754,0.00249,0.00837,4.2449,0.0881,0.4183,0.0404,0.0,0.2106,0.3,0.4,1.0,1.0,0.75,0.6867,0.5278,-0.7049,-3.0541,True,0.3333,0.35,0.2127,0.0088,infection,False,False,False,False,True
52,High-dose biotin,Methylprednisolone,1.3744,0.00249,0.00837,4.431,0.0757,0.3728,0.02,0.0,0.203,0.5,0.6,1.0,0.75,0.6,0.82,0.35,-0.7599,-3.1022,True,0.6667,0.475,0.1255,0.0,infection,False,False,False,False,True
53,Minocycline,Natalizumab,1.3728,0.00249,0.00837,2.7337,0.0854,0.4548,0.036,0.0,0.1878,0.6,0.6,0.8667,1.0,0.7,0.6867,-0.2361,-3.6179,-3.0541,False,0.3333,0.325,0.2904,0.0282,infection,False,False,False,False,False
54,Opicinumab,Ublituximab,1.3714,0.00249,0.00837,3.6129,0.0889,0.4984,0.0392,0.0,0.1783,0.3,0.4,1.0,1.0,0.2,0.64,1.0,-0.7473,-2.5884,True,0.3333,0.425,0.1471,0.0049,infection,False,False,False,False,True
55,Frexalimab,Ibudilast,1.3713,0.01247,0.02374,2.3545,0.0756,0.3872,0.0353,0.0,0.1952,0.5,0.6,1.0,1.0,0.7,0.6867,0.0625,-2.5456,-4.4103,True,0.3333,0.425,0.1176,0.0078,infection,False,False,False,False,True
56,Clemastine,Secukinumab,1.3687,0.00249,0.00837,4.4742,0.0727,0.4519,0.025,0.0,0.1609,0.3,0.4,1.0,1.0,0.75,0.6867,0.8194,-0.7049,-1.895,True,0.3333,0.5,0.075,0.0034,infection,False,False,False,False,True
57,Clemastine,Interferon beta-1b,1.3677,0.00249,0.00837,4.8178,0.078,0.3599,0.0303,0.0029,0.2168,0.3,0.4,1.0,1.0,0.75,0.82,0.6944,-0.7049,-3.2696,True,0.3333,0.4,0.1064,0.0015,hepatic,False,False,False,False,True
58,Clemastine,Glatiramer acetate,1.3671,0.00249,0.00837,4.9865,0.0761,0.3849,0.0284,0.0,0.1977,0.4,0.4,1.0,1.0,0.75,0.82,0.2917,-0.7049,-3.0334,True,0.3333,0.425,0.0284,0.001,infection,False,False,False,False,True
59,Elezanumab,Minocycline,1.3653,0.00249,0.00837,3.7991,0.0771,0.3944,0.0276,0.0,0.1954,0.6,0.6,0.9333,1.0,0.7,0.6867,-0.127,-2.7183,-3.6179,False,0.3333,0.525,0.1157,0.001,autoimmunity,False,False,False,False,False
60,Rituximab,Siponimod,1.3651,0.00249,0.00837,2.5691,0.0752,0.4092,0.0368,0.0,0.1837,0.6,0.6,1.0,0.5,0.65,0.6867,0.4429,-2.5884,-2.5366,True,1.0,0.25,0.3443,0.0537,infection,False,False,False,False,False
61,Minocycline,Tocilizumab,1.3644,0.00249,0.00837,2.9313,0.084,0.453,0.0346,0.0,0.1854,0.6,0.6,0.9286,1.0,0.7,0.6867,-0.1389,-3.6179,-1.8119,False,0.3333,0.45,0.2539,0.0255,infection,False,False,False,False,True
62,Methylprednisolone,Minocycline,1.3637,0.00249,0.00837,3.2772,0.0949,0.4753,0.0391,0.0,0.1996,0.6,0.6,0.7333,0.75,0.7,0.82,-0.4222,-3.1022,-3.6179,False,0.3333,0.375,0.2225,0.0098,infection,False,False,False,False,True
63,Ibudilast,Natalizumab,1.3624,0.00499,0.01301,2.5101,0.0807,0.3867,0.0403,0.0,0.2086,0.5,0.6,1.0,1.0,0.7,0.6867,0.0,-4.4103,-3.0541,False,0.3333,0.325,0.2412,0.0176,infection,False,False,False,False,True
64,Diroximel fumarate,Siponimod,1.3622,0.00499,0.01301,3.3353,0.0676,0.3686,0.0292,0.0,0.1835,0.7,0.8,0.9412,0.5,0.65,0.8667,0.1,-1.9273,-2.5366,True,1.0,0.275,0.3083,0.0417,infection,False,False,False,False,True
65,Clemastine,Laquinimod,1.3621,0.00249,0.00837,5.2015,0.0793,0.3765,0.0316,0.0,0.2107,0.5,0.8,1.0,0.75,0.75,0.8667,0.1111,-0.7049,-4.2322,True,0.3333,0.5,0.1922,0.0,hepatic,False,False,False,False,True
66,Ibudilast,Ustekinumab,1.362,0.00249,0.00837,2.3733,0.0795,0.4181,0.0393,0.0,0.1902,0.4,0.6,1.0,1.0,0.7,0.5533,0.0,-4.4103,-1.9172,False,0.3333,0.45,0.1176,0.0078,infection,False,False,False,False,True
67,Ibudilast,Methylprednisolone,1.361,0.00249,0.00837,3.1387,0.0908,0.4119,0.035,0.0,0.2203,0.5,0.6,0.8824,0.75,0.7,0.82,-0.2111,-4.4103,-3.1022,False,0.3333,0.375,0.1627,0.0098,infection,False,False,False,False,True
68,High-dose biotin,Ibudilast,1.3599,0.00249,0.00837,3.5568,0.0602,0.3443,0.02,0.0,0.1749,0.5,0.8,1.0,1.0,0.7,1.0,0.2222,-0.7599,-4.4103,True,0.3333,0.55,0.0471,0.0,hepatic,False,False,False,False,True
69,Ibudilast,Inebilizumab,1.3563,0.00249,0.00837,2.238,0.0752,0.4294,0.0349,0.0,0.175,0.4,0.6,1.0,1.0,0.7,0.5533,0.2937,-4.4103,-2.8083,True,0.3333,0.4,0.1971,0.0118,infection,False,False,False,False,False
70,Diroximel fumarate,Minocycline,1.3555,0.00499,0.01301,3.0666,0.0751,0.4847,0.0257,0.0,0.155,0.6,0.8,0.7857,0.75,0.7,1.0,-0.381,-1.9273,-3.6179,False,0.3333,0.375,0.2032,0.0164,infection,False,False,False,False,True
71,Idebenone,Ofatumumab,1.3544,0.00249,0.00837,2.7242,0.0573,0.4922,0.0172,0.0,0.1164,0.4,0.6,1.0,1.0,0.55,0.6867,0.7708,-0.7029,-2.3838,True,0.3333,0.4,0.1627,0.0,infection,False,False,False,False,True
72,Clemastine,Peginterferon beta-1a,1.3537,0.00249,0.00837,4.9567,0.0756,0.3697,0.028,0.003,0.2046,0.3,0.4,1.0,1.0,0.75,0.6867,0.6587,-0.7049,-2.577,True,0.3333,0.4,0.0995,0.0015,hepatic,False,False,False,False,True
73,Opicinumab,Rituximab,1.3513,0.00249,0.00837,3.5644,0.0864,0.4848,0.0368,0.0,0.1783,0.3,0.4,1.0,1.0,0.2,0.5067,1.0,-0.7473,-2.5884,True,0.3333,0.425,0.1652,0.0054,infection,False,False,False,False,False
74,Minocycline,Ponesimod,1.3511,0.00249,0.00837,2.8388,0.0695,0.4155,0.0201,0.0,0.1672,0.7,0.6,1.0,1.0,0.7,1.0,0.0,-3.6179,-1.5016,False,0.3333,0.35,0.2444,0.0164,infection,False,False,False,False,False
75,Elezanumab,Tolebrutinib,1.3505,0.00249,0.00837,3.3571,0.0713,0.3629,0.0285,0.0,0.1964,0.5,0.8,1.0,0.75,0.8,0.6867,0.2,-2.7183,-3.3227,True,0.3333,0.475,0.1711,0.0034,hepatic,False,False,False,False,False
76,Clemastine,Sirolimus,1.3487,0.00249,0.00837,4.6087,0.0718,0.4072,0.0241,0.0,0.1763,0.3,0.6,1.0,1.0,0.75,0.7333,0.7778,-0.7049,-2.0409,True,0.3333,0.525,0.198,0.0059,infection,False,False,False,False,False
77,Clemastine,Tocilizumab,1.3484,0.00249,0.00837,4.0676,0.083,0.4372,0.0353,0.0,0.1898,0.3,0.4,1.0,1.0,0.75,0.6867,0.5556,-0.7049,-1.8119,True,0.3333,0.475,0.1765,0.0059,infection,False,False,False,False,False
78,Idebenone,Rituximab,1.3483,0.00249,0.00837,3.0879,0.054,0.4833,0.0172,0.0,0.1116,0.4,0.6,1.0,1.0,0.55,0.5533,1.0,-0.7029,-2.5884,True,0.3333,0.425,0.1814,0.0,infection,False,False,False,False,False
79,Elezanumab,Methylprednisolone,1.347,0.00249,0.00837,4.1909,0.0843,0.3714,0.0285,0.0,0.2269,0.5,0.6,1.0,0.75,0.6,0.5067,0.1429,-2.7183,-3.1022,True,0.3333,0.45,0.1304,0.0049,infection,False,False,False,False,True
80,High-dose biotin,Siponimod,1.3464,0.00249,0.00837,3.3787,0.056,0.3731,0.0176,0.0,0.1501,0.6,1.0,0.8571,0.75,0.65,0.8667,0.3,-0.7599,-2.5366,True,0.6667,0.45,0.2373,0.0,infection,False,False,False,False,True
81,Minocycline,Natalizumab-biosimilar,1.3449,0.00249,0.00837,2.3762,0.0746,0.4678,0.0251,0.0,0.1594,0.6,0.6,0.9231,1.0,0.7,0.6867,-0.1556,-3.6179,-3.1195,False,0.3333,0.375,0.2657,0.0176,infection,False,False,False,False,False
82,Alemtuzumab,Minocycline,1.3434,0.00249,0.00837,3.193,0.0907,0.3933,0.0413,0.0,0.2306,0.7,0.6,1.0,1.0,0.7,0.42,0.0,-3.018,-3.6179,False,0.3333,0.35,0.4886,0.0633,autoimmunity,False,False,False,False,True
83,Clemastine,Siponimod,1.3429,0.00249,0.00837,3.6138,0.0811,0.4318,0.0334,0.0,0.1878,0.5,0.8,0.8125,0.75,0.75,0.8667,-0.2167,-0.7049,-2.5366,False,0.3333,0.375,0.2431,0.0039,infection,False,False,False,False,True
84,Ibudilast,Interferon beta-1a,1.3424,0.00249,0.00837,3.1107,0.0734,0.3417,0.0331,0.0031,0.2148,0.5,0.6,0.9412,1.0,0.7,0.82,-0.1111,-4.4103,-3.5867,False,0.3333,0.375,0.1284,0.0167,hepatic,False,False,False,False,True
85,Fenebrutinib,Opicinumab,1.3408,0.00249,0.00837,3.7513,0.0794,0.412,0.0297,0.0,0.1928,0.5,0.6,1.0,0.75,0.6,0.6867,0.381,-2.6962,-0.7473,True,0.3333,0.475,0.1436,0.0034,infection,False,False,False,False,False
86,Cholecalciferol,Minocycline,1.3404,0.00249,0.00837,3.4061,0.0694,0.3744,0.0199,0.0,0.1852,0.6,0.8,1.0,0.75,0.7,0.7333,0.0,-2.0037,-3.6179,False,0.3333,0.525,0.1069,0.0,autoimmunity,False,False,False,False,True
87,Frexalimab,Opicinumab,1.3399,0.00249,0.00837,3.9195,0.085,0.4195,0.0353,0.0,0.2026,0.4,0.4,1.0,1.0,0.2,0.64,0.7639,-2.5456,-0.7473,True,0.3333,0.5,0.0843,0.0039,infection,False,False,False,False,True
88,Alpha-lipoic acid,Clemastine,1.3388,0.00249,0.00837,5.1821,0.065,0.3878,0.0173,0.0,0.1677,0.4,0.6,1.0,0.75,0.75,1.0,0.6508,-1.7729,-0.7049,True,0.3333,0.525,0.0098,0.0,infection,False,False,False,False,True
89,Ibudilast,Interferon beta-1b,1.3386,0.00249,0.00837,3.0201,0.0706,0.3287,0.0303,0.0029,0.2148,0.5,0.6,1.0,1.0,0.7,0.82,0.0,-4.4103,-3.2696,False,0.3333,0.375,0.1284,0.0167,hepatic,False,False,False,False,True
90,Interferon beta-1a,Minocycline,1.338,0.00249,0.00837,2.8145,0.0771,0.3973,0.0277,0.0031,0.1941,0.6,0.6,0.8,1.0,0.7,0.82,-0.3333,-3.5867,-3.6179,False,0.3333,0.375,0.1848,0.0201,hepatic,False,False,False,False,True
91,Dimethyl fumarate,Ofatumumab,1.3379,0.00499,0.01301,2.5877,0.0764,0.4881,0.0363,0.0,0.1565,0.4,0.4,1.0,0.5,0.55,0.6867,0.4028,-2.3075,-2.3838,True,1.0,0.225,0.2225,0.0392,infection,False,False,False,False,True
92,Methylprednisolone,Ocrelizumab,1.3376,0.00249,0.00837,2.4915,0.0998,0.4691,0.0441,0.0,0.2128,0.4,0.2,1.0,0.5,0.6,0.3733,0.1611,-3.1022,-2.7449,True,1.0,0.25,0.2373,0.0588,infection,False,False,False,False,True
93,Dimethyl fumarate,Ublituximab,1.3354,0.00499,0.01301,2.7945,0.0755,0.4974,0.0363,0.0,0.1517,0.4,0.4,1.0,0.5,0.55,0.6867,0.4206,-2.3075,-2.5884,True,1.0,0.25,0.2225,0.0392,infection,False,False,False,False,True
94,Interferon beta-1a,Opicinumab,1.3354,0.00249,0.00837,4.9042,0.0837,0.3591,0.034,0.0031,0.233,0.5,0.4,1.0,1.0,0.2,0.6867,0.6111,-3.5867,-0.7473,True,0.3333,0.45,0.1064,0.0015,hepatic,False,False,False,False,True
95,Interferon beta-1b,Minocycline,1.3354,0.00249,0.00837,3.139,0.0746,0.3843,0.0252,0.0029,0.1941,0.6,0.6,0.8667,1.0,0.7,0.82,-0.2361,-3.2696,-3.6179,False,0.3333,0.375,0.1848,0.0201,hepatic,False,False,False,False,True
96,Dimethyl fumarate,Ocrelizumab,1.3351,0.00499,0.01301,2.5821,0.0804,0.4855,0.0363,0.0,0.1655,0.4,0.4,1.0,0.5,0.55,0.5533,0.3333,-2.3075,-2.7449,True,1.0,0.225,0.2431,0.0471,infection,False,False,False,False,True
97,Minocycline,Siponimod,1.3348,0.00249,0.00837,3.2098,0.0838,0.3914,0.0344,0.0,0.2142,0.8,0.6,0.8824,0.75,0.7,0.8667,-0.1611,-3.6179,-2.5366,False,0.3333,0.35,0.326,0.0181,infection,False,False,False,False,True
98,Idebenone,Tolebrutinib,1.3337,0.00249,0.00837,3.0752,0.06,0.382,0.0172,0.0,0.1569,0.6,0.8,1.0,0.75,0.8,1.0,0.3833,-0.7029,-3.3227,True,0.3333,0.475,0.1709,0.0144,hepatic,False,False,False,False,False
99,Methylprednisolone,Ofatumumab,1.3335,0.00499,0.01301,2.5762,0.0959,0.4705,0.0401,0.0,0.2038,0.4,0.2,1.0,0.5,0.6,0.6867,0.175,-3.1022,-2.3838,True,1.0,0.25,0.2186,0.049,infection,False,False,False,False,True
100,Natalizumab,Siponimod,1.3334,0.00249,0.00837,2.9395,0.0788,0.3559,0.0384,0.0,0.2215,0.6,0.6,1.0,0.5,0.65,0.82,0.1,-3.0541,-2.5366,True,1.0,0.225,0.3784,0.0706,infection,False,False,False,False,True
101,Opicinumab,Ustekinumab,1.3323,0.00249,0.00837,3.7424,0.0889,0.45,0.0393,0.0,0.1977,0.3,0.4,1.0,1.0,0.2,0.6867,0.7222,-0.7473,-1.9172,True,0.3333,0.525,0.0843,0.0039,infection,False,False,False,False,True
