rank,drug_a,drug_b,priority_score,p_empirical,q_value,permutation_z,signed_reversal,reversal_efficiency,reversal_gain_over_best_single,counter_therapeutic,gene_coverage,pathway_coverage,axis_coverage,target_complementarity,compartment_complementarity,cns_reach,regimen_compatibility,network_separation,proximity_z_a,proximity_z_b,complementary_exposure,evidence_score,uncertainty,safety_union,safety_overlap,worst_risk_domain,same_mechanism,shared_safety_class,redundant_targets,excluded_from_primary_ranking,pareto_optimal
1443,Alemtuzumab,Evobrutinib,0.9515,0.02993,0.04463,1.7156,0.0615,0.3724,0.0202,0.0,0.165,0.4,0.2,1.0,0.5,0.45,0.42,0.0,-3.018,-2.076,False,0.6667,0.325,0.5324,0.0471,infection,False,False,False,False,False
1444,Frexalimab,Rituximab,0.9512,0.15711,0.16732,1.0484,0.0676,0.5648,0.0308,0.0,0.1197,0.2,0.2,0.75,0.0,0.1,0.5067,-0.4018,-2.5456,-2.5884,False,0.6667,0.325,0.1961,0.0431,infection,False,False,False,False,False
1445,Mycophenolate mofetil,Simvastatin,0.9509,0.0399,0.05461,1.5678,0.0409,0.3044,0.0202,0.0,0.1344,0.6,0.6,1.0,0.5,0.35,1.0,0.0,-2.0615,-1.7856,False,0.3333,0.475,0.3059,0.0529,infection,False,False,False,False,False
1446,Alpha-lipoic acid,Nicotinamide riboside,0.9507,0.00249,0.00837,2.8744,0.032,0.3747,0.0146,0.0,0.0853,0.4,0.4,0.9167,0.5,0.5,1.0,-0.2,-1.7729,-0.7234,False,0.3333,0.6,0.0,0.0,,False,False,False,False,True
1447,Cyclophosphamide,Memantine,0.9506,0.13965,0.15031,1.0418,0.0368,0.3522,0.0106,0.0006,0.1046,0.3,0.4,0.8889,1.0,0.75,0.6867,0.0833,-3.0549,-2.6276,True,0.3333,0.5,0.4324,0.0,infection,False,False,False,False,False
1448,Azathioprine,Oxcarbazepine,0.9505,0.00249,0.00837,2.5049,0.0274,0.282,0.0099,0.0,0.097,0.3,0.4,1.0,1.0,0.7,1.0,0.7333,-1.9886,-0.3516,True,0.3333,0.525,0.3537,0.0522,infection,False,False,False,False,False
1449,Methotrexate,Simvastatin,0.9498,0.09227,0.10468,1.3211,0.0387,0.3025,0.0185,0.0,0.1278,0.5,0.6,0.9091,0.5,0.35,1.0,-0.1714,-2.3127,-1.7856,False,0.6667,0.475,0.2929,0.0806,hepatic,False,False,False,False,False
1450,Alpha-lipoic acid,Methotrexate,0.949,0.00499,0.01301,2.5642,0.0366,0.2911,0.0173,0.0,0.1258,0.5,0.6,1.0,0.5,0.5,1.0,0.0714,-1.7729,-2.3127,True,0.3333,0.525,0.2735,0.0,infection,False,False,False,False,False
1451,Bexarotene,Methotrexate,0.949,0.00249,0.00837,3.862,0.0473,0.3236,0.0193,0.0009,0.1462,0.4,0.4,1.0,0.5,0.55,0.8667,0.4571,-0.7904,-2.3127,True,0.3333,0.525,0.2972,0.1126,hepatic,False,False,False,False,False
1452,Cholecalciferol,Firategrast,0.9485,0.01995,0.0334,1.9566,0.0391,0.3398,0.0192,0.0,0.1151,0.3,0.4,1.0,0.5,0.55,0.7333,0.0833,-2.0037,-3.2771,True,0.3333,0.575,0.098,0.0,infection,False,False,False,False,False
1453,Secukinumab,Teriflunomide,0.9479,0.06983,0.08242,1.3624,0.0446,0.4044,0.0196,0.0,0.1103,0.4,0.4,0.9,0.5,0.4,0.6867,-0.125,-1.895,-3.0107,False,0.3333,0.375,0.2824,0.0206,infection,False,False,False,False,False
1454,Daclizumab,Fingolimod,0.9474,0.17207,0.18191,0.9863,0.0455,0.4162,0.0156,0.0019,0.1092,0.3,0.4,0.8,0.5,0.6,0.6867,-0.25,-2.1815,-1.9414,False,1.0,0.3,0.5541,0.0763,autoimmunity,False,False,False,False,False
1455,Ocrelizumab,Tocilizumab,0.9473,0.02993,0.04463,1.6655,0.0794,0.5156,0.0353,0.0,0.154,0.3,0.2,1.0,0.0,0.1,0.5067,0.1111,-2.7449,-1.8119,True,0.3333,0.325,0.2725,0.0706,infection,False,False,False,False,False
1456,Metformin,Sirolimus,0.9471,0.09975,0.11228,1.3893,0.0457,0.4068,0.0185,0.0,0.1125,0.3,0.6,0.6364,0.5,0.4,0.7333,-0.5,-1.6488,-2.0409,False,0.3333,0.525,0.2037,0.0041,infection,False,False,False,False,False
1457,Mycophenolate mofetil,Phenytoin,0.9466,0.01746,0.03019,1.8136,0.0327,0.3119,0.0119,0.0,0.1047,0.3,0.4,1.0,1.0,0.7,0.8667,0.2,-2.0615,-2.5343,True,0.3333,0.525,0.3216,0.0706,infection,False,False,False,False,False
1458,Ofatumumab,Tocilizumab,0.9465,0.03741,0.05212,1.7087,0.0754,0.5203,0.0353,0.0,0.1449,0.3,0.2,1.0,0.0,0.1,0.82,0.125,-2.3838,-1.8119,True,0.3333,0.325,0.2559,0.0588,infection,False,False,False,False,False
1459,Rituximab,Secukinumab,0.9465,0.01746,0.03019,1.7952,0.0618,0.5554,0.025,0.0,0.1112,0.3,0.2,1.0,0.0,0.05,0.6867,0.2679,-2.5884,-1.895,True,0.3333,0.375,0.1917,0.0377,infection,False,False,False,False,False
1460,Daclizumab,Oxcarbazepine,0.946,0.04988,0.06409,1.4572,0.029,0.3421,0.0099,0.0019,0.0847,0.2,0.4,1.0,1.0,0.7,0.6867,0.7083,-2.1815,-0.3516,True,0.3333,0.475,0.4312,0.0247,autoimmunity,False,False,False,False,False
1461,Epigallocatechin gallate,Sirolimus,0.9459,0.00499,0.01301,2.3243,0.0367,0.33,0.0126,0.0,0.1113,0.5,0.6,1.0,0.5,0.45,0.7333,0.1667,-1.555,-2.0409,True,0.3333,0.65,0.2374,0.0185,infection,False,False,False,False,False
1462,Tocilizumab,Ublituximab,0.9458,0.03491,0.0496,1.7925,0.0745,0.5315,0.0353,0.0,0.1401,0.3,0.2,1.0,0.0,0.1,0.64,0.1429,-1.8119,-2.5884,True,0.3333,0.35,0.2559,0.0588,infection,False,False,False,False,False
1463,Azathioprine,Bexarotene,0.9456,0.00249,0.00837,4.1766,0.0454,0.3225,0.0174,0.0009,0.1408,0.4,0.4,1.0,0.5,0.55,0.8667,0.6571,-1.9886,-0.7904,True,0.3333,0.5,0.3749,0.081,infection,False,False,False,False,False
1464,Alpha-lipoic acid,Oxcarbazepine,0.9446,0.02244,0.03628,2.0603,0.026,0.3521,0.0087,0.0,0.0738,0.3,0.4,0.9,0.75,0.7,1.0,0.0476,-1.7729,-0.3516,True,0.3333,0.575,0.0863,0.0,teratogenicity,False,False,False,False,False
1465,Azathioprine,Metformin,0.9444,0.00748,0.01683,2.4336,0.0436,0.3393,0.0164,0.0,0.1285,0.4,0.6,0.9231,0.5,0.4,1.0,0.0667,-1.9886,-1.6488,True,0.3333,0.475,0.3278,0.0055,infection,False,False,False,False,False
1466,Daclizumab,Simvastatin,0.9443,0.16958,0.17956,1.0204,0.0392,0.3243,0.019,0.0019,0.1209,0.5,0.6,1.0,0.5,0.35,0.6867,0.0,-2.1815,-1.7856,False,0.6667,0.4,0.4325,0.0371,autoimmunity,False,False,False,False,False
1467,Firategrast,Teriflunomide,0.9436,0.02993,0.04463,1.5679,0.0433,0.3466,0.0192,0.0,0.1248,0.5,0.4,1.0,0.5,0.4,0.7333,0.0714,-3.2771,-3.0107,True,0.3333,0.4,0.3029,0.0294,infection,False,False,False,False,False
1468,Alpha-lipoic acid,Cyclophosphamide,0.943,0.01247,0.02374,2.5054,0.0436,0.327,0.0173,0.0035,0.1333,0.5,0.6,1.0,0.5,0.5,0.82,0.1548,-1.7729,-3.0549,True,0.3333,0.5,0.4324,0.0,infection,False,False,False,False,False
1469,Cladribine,Epigallocatechin gallate,0.943,0.00998,0.02038,2.3365,0.0395,0.314,0.0126,0.0,0.1259,0.5,0.6,1.0,0.5,0.45,0.6,0.0833,-2.961,-1.555,True,0.3333,0.525,0.3382,0.0,infection,False,False,False,False,False
1470,Firategrast,Ofatumumab,0.9428,0.05985,0.07304,1.4563,0.0593,0.5208,0.0192,0.0,0.1138,0.3,0.2,1.0,0.0,0.3,0.6867,0.1875,-3.2771,-2.3838,True,0.3333,0.375,0.1912,0.049,infection,False,False,False,False,False
1471,Interferon beta-1a,Ponesimod,0.9428,0.02993,0.04463,1.8448,0.0512,0.3898,0.0172,0.0031,0.1313,0.4,0.2,0.8182,0.0,0.45,0.82,-0.3611,-3.5867,-1.5016,False,1.0,0.275,0.223,0.0289,infection,False,False,False,False,False
1472,Epigallocatechin gallate,Memantine,0.9421,0.04988,0.06409,1.5305,0.0254,0.3616,0.0119,0.0,0.0702,0.3,0.4,0.8889,0.75,0.75,0.8667,-0.25,-1.555,-2.6276,False,0.3333,0.65,0.0618,0.0,hepatic,False,False,False,False,False
1473,Fenebrutinib,Mitoxantrone,0.9419,0.03491,0.0496,1.6717,0.0488,0.3616,0.0191,0.0035,0.1351,0.5,0.4,0.9167,0.5,0.6,0.5533,-0.1548,-2.6962,-3.0195,False,0.6667,0.35,0.5569,0.0412,infection,False,False,False,False,False
1474,Daclizumab,Lamotrigine,0.9418,0.13466,0.14541,1.0795,0.0324,0.3357,0.0133,0.0019,0.0964,0.2,0.4,1.0,1.0,0.7,0.6867,0.25,-2.1815,-3.0679,True,0.3333,0.45,0.3724,0.0247,autoimmunity,False,False,False,False,False
1475,Bexarotene,Cyclophosphamide,0.9412,0.00249,0.00837,3.8379,0.0543,0.3531,0.0263,0.0044,0.1537,0.5,0.4,1.0,0.5,0.55,0.6867,0.381,-0.7904,-3.0549,True,0.3333,0.5,0.4848,0.0838,infection,False,False,False,False,False
1476,Azathioprine,Nicotinamide riboside,0.9409,0.00249,0.00837,3.2214,0.0328,0.3025,0.0154,0.0,0.1085,0.4,0.6,1.0,0.5,0.5,1.0,0.6,-1.9886,-0.7234,True,0.3333,0.55,0.3196,0.0,infection,False,False,False,False,False
1477,Epigallocatechin gallate,Idebenone,0.9406,0.00249,0.00837,2.7526,0.0291,0.3596,0.0119,0.0,0.0808,0.4,0.4,0.9091,0.75,0.55,1.0,-0.1667,-1.555,-0.7029,False,0.3333,0.675,0.0731,0.0093,hepatic,False,False,False,False,False
1478,Cyclophosphamide,Riluzole,0.9398,0.14464,0.15552,1.0675,0.0408,0.3445,0.0146,0.0,0.1186,0.3,0.4,0.9091,1.0,0.65,0.82,0.0833,-3.0549,-2.6115,True,0.3333,0.475,0.501,0.0,infection,False,False,False,False,False
1479,Azathioprine,Pioglitazone,0.9392,0.00249,0.00837,2.9912,0.0424,0.2958,0.0174,0.0,0.1433,0.6,0.6,1.0,0.5,0.4,0.8667,0.1429,-1.9886,-2.6661,True,0.3333,0.525,0.4127,0.0314,infection,False,False,False,False,False
1480,Hydroxychloroquine,Masitinib,0.9392,0.1596,0.16988,1.0009,0.0499,0.491,0.0195,0.0,0.1017,0.2,0.4,0.5556,0.5,0.55,0.8667,-0.619,-3.2153,-3.6789,False,0.3333,0.525,0.2378,0.0082,infection,False,False,False,False,False
1481,Firategrast,Ublituximab,0.9391,0.06983,0.08242,1.3543,0.0584,0.5352,0.0192,0.0,0.109,0.3,0.2,1.0,0.0,0.3,0.6867,0.1429,-3.2771,-2.5884,True,0.3333,0.4,0.1912,0.049,infection,False,False,False,False,False
1482,Laquinimod,Mitoxantrone,0.9391,0.01746,0.03019,2.056,0.0476,0.3247,0.016,0.0006,0.1468,0.5,0.6,0.8333,0.5,0.55,0.6867,-0.2917,-4.2322,-3.0195,False,0.6667,0.425,0.5467,0.0965,malignancy,False,False,False,False,False
1483,Alemtuzumab,Remibrutinib,0.9375,0.05985,0.07304,1.4842,0.0611,0.3737,0.0198,0.0,0.1636,0.3,0.2,1.0,0.5,0.5,0.42,0.0,-3.018,-1.7308,False,0.6667,0.35,0.5186,0.0471,infection,False,False,False,False,False
1484,Azathioprine,Masitinib,0.9374,0.02743,0.04221,1.7505,0.0479,0.3303,0.0174,0.0,0.145,0.4,0.4,1.0,0.5,0.5,0.8667,0.0,-1.9886,-3.6789,False,0.6667,0.475,0.415,0.0625,infection,False,False,False,False,False
1485,Lamotrigine,Memantine,0.9364,0.30673,0.31043,0.5835,0.0243,0.4705,0.0108,0.0,0.0516,0.1,0.2,0.4,1.0,0.75,0.8667,-1.0,-3.0679,-2.6276,False,0.3333,0.55,0.0275,0.0,hepatic,False,False,False,False,False
1486,Oxcarbazepine,Simvastatin,0.9364,0.19701,0.20643,0.9473,0.0286,0.3302,0.0084,0.0,0.0866,0.4,0.4,0.8889,0.75,0.7,1.0,-0.0238,-0.3516,-1.7856,False,0.3333,0.525,0.1427,0.0435,teratogenicity,False,False,False,False,False
1487,Bexarotene,Mitoxantrone,0.9363,0.00249,0.00837,4.0256,0.0479,0.3269,0.0199,0.0044,0.1466,0.6,0.4,1.0,0.5,0.55,0.6867,0.5357,-0.7904,-3.0195,True,0.3333,0.45,0.5265,0.0706,malignancy,False,False,False,False,False
1488,Amiloride,Evobrutinib,0.9358,0.07232,0.08491,1.3966,0.0307,0.3296,0.0105,0.0,0.0932,0.4,0.4,1.0,0.75,0.45,1.0,-0.125,-2.6837,-2.076,False,0.3333,0.5,0.1686,0.0,hepatic,False,False,False,False,False
1489,Alpha-lipoic acid,Azathioprine,0.9357,0.00998,0.02038,2.671,0.0348,0.2885,0.0173,0.0,0.1205,0.5,0.6,1.0,0.5,0.5,1.0,0.1714,-1.7729,-1.9886,True,0.3333,0.5,0.3196,0.0,infection,False,False,False,False,False
1490,Alpha-lipoic acid,Phenytoin,0.9353,0.01746,0.03019,2.1295,0.0279,0.3473,0.0106,0.0,0.0804,0.3,0.4,0.9,0.75,0.7,0.8667,-0.3333,-1.7729,-2.5343,False,0.3333,0.55,0.1333,0.0,teratogenicity,False,False,False,False,False
1491,Cladribine,Ustekinumab,0.9352,0.06733,0.08046,1.3939,0.0646,0.4529,0.0253,0.0,0.1426,0.2,0.2,0.9167,0.5,0.3,0.6867,-0.1548,-2.961,-1.9172,False,0.3333,0.375,0.3078,0.0471,infection,False,False,False,False,False
1492,Phenytoin,Simvastatin,0.9349,0.20449,0.2136,0.926,0.0305,0.3274,0.0103,0.0,0.0931,0.4,0.4,0.8889,0.75,0.7,0.8667,-0.4048,-2.5343,-1.7856,False,0.3333,0.5,0.1698,0.0635,teratogenicity,False,False,False,False,False
1493,Cladribine,Frexalimab,0.9346,0.24688,0.25329,0.7343,0.0566,0.4865,0.0213,0.0,0.1164,0.2,0.2,0.6364,0.5,0.3,0.5533,-0.5357,-2.961,-2.5456,False,0.6667,0.35,0.3078,0.0471,infection,False,False,False,False,False
1494,Glatiramer acetate,Interferon beta-1a,0.9333,0.03242,0.04712,2.1406,0.0569,0.3841,0.0229,0.0031,0.1482,0.4,0.2,0.6923,0.0,0.1,0.82,-0.4722,-3.0334,-3.5867,False,1.0,0.325,0.1147,0.0029,hepatic,False,False,False,False,True
1495,Frexalimab,Interferon beta-1a,0.9331,0.02244,0.03628,1.8105,0.0665,0.3969,0.0312,0.0031,0.1675,0.4,0.2,0.8667,0.0,0.1,0.6867,-0.1736,-2.5456,-3.5867,False,0.6667,0.35,0.1647,0.0118,infection,False,False,False,False,False
1496,Epigallocatechin gallate,Pioglitazone,0.9328,0.00748,0.01683,2.5391,0.0368,0.3207,0.0118,0.0,0.1148,0.5,0.6,0.9167,0.5,0.45,0.8667,0.0,-1.555,-2.6661,False,0.3333,0.675,0.1708,0.0154,hepatic,False,False,False,False,False
1497,Daclizumab,Temelimab,0.9327,0.01247,0.02374,2.1414,0.0493,0.3274,0.019,0.0019,0.1506,0.4,0.6,1.0,0.5,0.15,0.82,0.1875,-2.1815,-2.4721,True,0.3333,0.475,0.3814,0.0078,autoimmunity,False,False,False,False,False
1498,Methotrexate,Temelimab,0.931,0.00998,0.02038,2.3218,0.0488,0.3095,0.0185,0.0,0.1575,0.4,0.6,0.9167,0.5,0.2,0.6867,0.025,-2.3127,-2.4721,True,0.3333,0.55,0.2833,0.0098,infection,False,False,False,False,False
1499,Cladribine,Evobrutinib,0.93,0.06234,0.07553,1.5168,0.0471,0.3578,0.0202,0.0,0.1315,0.4,0.2,1.0,0.5,0.45,0.6,0.0,-2.961,-2.076,False,0.6667,0.35,0.3755,0.0353,infection,False,False,False,False,False
1500,Inebilizumab,Ustekinumab,0.9291,0.05736,0.0709,1.4752,0.0741,0.5054,0.0349,0.0,0.1467,0.2,0.2,1.0,0.0,0.05,0.82,0.2381,-2.8083,-1.9172,True,0.3333,0.4,0.1931,0.0471,infection,False,False,False,False,False
1501,Natalizumab,Peginterferon beta-1a,0.9291,0.01995,0.0334,1.9553,0.0649,0.3966,0.0245,0.003,0.1636,0.3,0.2,0.8462,0.0,0.1,0.82,-0.2679,-3.0541,-2.577,False,1.0,0.25,0.2765,0.0265,infection,False,False,False,False,False
1502,Natalizumab,Ustekinumab,0.9291,0.01247,0.02374,2.0588,0.0796,0.4418,0.0393,0.0,0.1803,0.3,0.2,1.0,0.0,0.05,0.6867,0.0833,-3.0541,-1.9172,True,0.3333,0.325,0.2196,0.0706,infection,False,False,False,False,False
1503,Glatiramer acetate,Natalizumab-biosimilar,0.9288,0.00249,0.00837,2.4761,0.0571,0.3921,0.0284,0.0,0.1456,0.5,0.2,1.0,0.0,0.05,0.6867,0.0,-3.0334,-3.1195,False,0.6667,0.325,0.1784,0.0176,infection,False,False,False,False,False
1504,Ozanimod,Secukinumab,0.9278,0.10973,0.12088,1.2196,0.0423,0.4898,0.0172,0.0,0.0863,0.2,0.2,0.875,0.5,0.5,0.6867,-0.125,-1.8533,-1.895,False,0.3333,0.375,0.2294,0.0275,infection,False,False,False,False,False
1505,Evobrutinib,Firategrast,0.9274,0.02743,0.04221,1.6351,0.0394,0.3958,0.0192,0.0,0.0994,0.5,0.2,1.0,0.5,0.45,1.0,0.1,-2.076,-3.2771,True,0.3333,0.475,0.2029,0.0294,infection,False,False,False,False,False
1506,Methotrexate,Ocrelizumab,0.9268,0.10474,0.11653,1.2704,0.0634,0.4376,0.0193,0.0,0.1448,0.3,0.2,1.0,0.0,0.2,0.5533,0.1111,-2.3127,-2.7449,True,1.0,0.35,0.3853,0.0588,infection,False,False,False,False,False
1507,Nicotinamide riboside,Simvastatin,0.9263,0.05237,0.06657,1.6809,0.0347,0.3535,0.0145,0.0,0.098,0.4,0.4,0.9091,0.5,0.5,1.0,-0.2,-0.7234,-1.7856,False,0.3333,0.55,0.1,0.0,teratogenicity,False,False,False,False,False
1508,Nicotinamide riboside,Oxcarbazepine,0.9262,0.02494,0.03925,2.3307,0.0243,0.3933,0.0089,0.0,0.0618,0.2,0.4,0.8571,0.75,0.7,1.0,0.0333,-0.7234,-0.3516,True,0.3333,0.625,0.0863,0.0,teratogenicity,False,False,False,False,False
1509,Mitoxantrone,Oxcarbazepine,0.9259,0.00748,0.01683,2.0554,0.0298,0.2905,0.0099,0.0035,0.1028,0.4,0.4,1.0,1.0,0.7,0.5533,0.6667,-3.0195,-0.3516,True,0.3333,0.475,0.5,0.0471,malignancy,False,False,False,False,False
1510,Natalizumab,Sirolimus,0.9256,0.00998,0.02038,2.2525,0.0645,0.3924,0.0241,0.0,0.1643,0.4,0.4,1.0,0.0,0.35,0.6867,0.1667,-3.0541,-2.0409,True,0.3333,0.375,0.3,0.1059,infection,False,False,False,False,False
1511,Glatiramer acetate,Interferon beta-1b,0.9249,0.00748,0.01683,2.319,0.0539,0.3636,0.0235,0.0029,0.1482,0.4,0.2,0.7692,0.0,0.1,0.82,-0.375,-3.0334,-3.2696,False,1.0,0.325,0.1147,0.0029,hepatic,False,False,False,False,True
1512,Cyclophosphamide,Lamotrigine,0.9246,0.09227,0.10468,1.2737,0.0367,0.3338,0.0104,0.0006,0.1099,0.3,0.4,0.8889,1.0,0.7,0.82,0.0833,-3.0549,-3.0679,True,0.3333,0.5,0.4598,0.0,infection,False,False,False,False,False
1513,Masitinib,Mycophenolate mofetil,0.9246,0.00748,0.01683,1.8804,0.0512,0.3503,0.0207,0.0,0.1462,0.4,0.4,1.0,0.5,0.5,0.8667,0.0,-3.6789,-2.0615,False,0.3333,0.5,0.3755,0.0412,infection,False,False,False,False,False
1514,Daclizumab,Pioglitazone,0.9225,0.00998,0.02038,2.1197,0.044,0.336,0.019,0.0019,0.1309,0.5,0.6,1.0,0.5,0.4,0.82,0.1429,-2.1815,-2.6661,True,0.3333,0.475,0.4632,0.0309,autoimmunity,False,False,False,False,False
1515,Rituximab,Tocilizumab,0.9223,0.02494,0.03925,1.7009,0.0721,0.5142,0.0353,0.0,0.1401,0.3,0.2,1.0,0.0,0.1,0.5067,0.1429,-2.5884,-1.8119,True,0.3333,0.35,0.2686,0.0647,infection,False,False,False,False,False
1516,Amiloride,Remibrutinib,0.9221,0.10723,0.11865,1.2027,0.0304,0.3312,0.0105,0.0,0.0917,0.3,0.4,1.0,0.75,0.5,1.0,-0.125,-2.6837,-1.7308,False,0.3333,0.525,0.1549,0.0,hepatic,False,False,False,False,False
1517,Daclizumab,Nicotinamide riboside,0.922,0.00998,0.02038,2.2023,0.0344,0.3581,0.0154,0.0019,0.0961,0.3,0.6,1.0,0.5,0.5,0.6867,0.45,-2.1815,-0.7234,True,0.3333,0.5,0.3696,0.0,autoimmunity,False,False,False,False,False
1518,Lamotrigine,Riluzole,0.9218,0.26434,0.26983,0.657,0.0283,0.4309,0.0102,0.0,0.0656,0.1,0.2,0.5714,1.0,0.7,1.0,-0.75,-3.0679,-2.6115,False,0.3333,0.525,0.0824,0.0137,hepatic,False,False,False,False,False
1519,Methotrexate,Ofatumumab,0.9213,0.07481,0.08723,1.3074,0.0594,0.4375,0.0193,0.0,0.1358,0.3,0.2,1.0,0.0,0.2,0.6867,0.125,-2.3127,-2.3838,True,1.0,0.35,0.3667,0.049,infection,False,False,False,False,False
1520,Interferon beta-1b,Natalizumab,0.9212,0.0399,0.05461,1.7093,0.0658,0.4024,0.0254,0.0029,0.1636,0.3,0.2,0.7692,0.0,0.1,0.6867,-0.375,-3.2696,-3.0541,False,1.0,0.25,0.2833,0.0265,infection,False,False,False,False,False
1521,Ponesimod,Ustekinumab,0.9211,0.0798,0.09219,1.3494,0.0555,0.5782,0.0162,0.0,0.0959,0.2,0.2,0.75,0.0,0.45,0.5533,-0.4167,-1.5016,-1.9172,False,0.3333,0.35,0.201,0.0314,infection,False,False,False,False,False
1522,Daclizumab,Ozanimod,0.9203,0.18204,0.19174,1.0104,0.0378,0.5365,0.016,0.0019,0.0704,0.2,0.2,0.7143,0.5,0.5,0.6867,-0.35,-2.1815,-1.8533,False,1.0,0.3,0.4894,0.0684,autoimmunity,False,False,False,False,False
1523,Hydroxychloroquine,Mycophenolate mofetil,0.9187,0.01746,0.03019,1.8859,0.0461,0.3346,0.0207,0.0,0.1378,0.4,0.4,1.0,0.5,0.55,0.7333,0.0,-3.2153,-2.0615,False,0.3333,0.525,0.3471,0.0,infection,False,False,False,False,False
1524,Methotrexate,Ublituximab,0.9184,0.07481,0.08723,1.3382,0.0585,0.4464,0.0193,0.0,0.131,0.3,0.2,1.0,0.0,0.2,0.6867,0.1429,-2.3127,-2.5884,True,1.0,0.375,0.3667,0.049,infection,False,False,False,False,False
1525,Memantine,Mitoxantrone,0.9181,0.19202,0.20162,0.9754,0.0305,0.3127,0.0106,0.0006,0.0975,0.4,0.4,0.8889,1.0,0.75,0.6867,0.0833,-2.6276,-3.0195,True,0.3333,0.45,0.4608,0.0,malignancy,False,False,False,False,False
1526,Alpha-lipoic acid,Amiloride,0.9176,0.01995,0.0334,1.9961,0.0267,0.3254,0.0094,0.0,0.0821,0.3,0.4,0.9091,0.75,0.5,1.0,-0.25,-1.7729,-2.6837,False,0.3333,0.575,0.0343,0.0,cardiac,False,False,False,False,False
1527,Alpha-lipoic acid,Mitoxantrone,0.9176,0.00748,0.01683,2.5301,0.0372,0.2951,0.0173,0.0035,0.1262,0.6,0.6,1.0,0.5,0.5,0.5533,0.1548,-1.7729,-3.0195,True,0.3333,0.45,0.4608,0.0,malignancy,False,False,False,False,False
1528,Amiloride,Memantine,0.9167,0.21945,0.22723,0.8347,0.0222,0.4151,0.0086,0.0,0.0534,0.1,0.2,0.6667,1.0,0.75,0.8667,-0.75,-2.6837,-2.6276,False,0.3333,0.575,0.0343,0.0,cardiac,False,False,False,False,False
1529,Daclizumab,Metformin,0.9167,0.03242,0.04712,1.7628,0.0431,0.3968,0.0159,0.0,0.1087,0.3,0.6,0.8182,0.5,0.4,0.6867,-0.1389,-2.1815,-1.6488,False,0.3333,0.425,0.371,0.0124,autoimmunity,False,False,False,False,False
1530,Cladribine,Remibrutinib,0.9162,0.09726,0.10985,1.2361,0.0467,0.3592,0.0198,0.0,0.1301,0.3,0.2,1.0,0.5,0.5,0.6,0.0,-2.961,-1.7308,False,0.6667,0.375,0.3618,0.0353,infection,False,False,False,False,False
1531,Glatiramer acetate,Peginterferon beta-1a,0.9156,0.01247,0.02374,2.4188,0.0514,0.378,0.023,0.003,0.136,0.4,0.2,0.75,0.0,0.1,0.6867,-0.4018,-3.0334,-2.577,False,1.0,0.325,0.1078,0.0029,hepatic,False,False,False,False,True
1532,Frexalimab,Ustekinumab,0.9153,0.05486,0.06865,1.4564,0.0708,0.5357,0.0315,0.0,0.1322,0.2,0.2,0.8333,0.0,0.1,0.6867,-0.2292,-2.5456,-1.9172,False,0.3333,0.425,0.1255,0.0314,infection,False,False,False,False,True
1533,Alpha-lipoic acid,Daclizumab,0.9151,0.04489,0.05938,1.7781,0.0364,0.3363,0.0173,0.0019,0.1081,0.4,0.6,1.0,0.5,0.5,0.6867,0.0714,-1.7729,-2.1815,True,0.3333,0.45,0.3696,0.0,autoimmunity,False,False,False,False,False
1534,Firategrast,Remibrutinib,0.9146,0.05237,0.06657,1.4212,0.039,0.3983,0.0192,0.0,0.098,0.4,0.2,1.0,0.5,0.5,1.0,0.1,-3.2771,-1.7308,True,0.3333,0.5,0.1892,0.0294,infection,False,False,False,False,False
1535,Cyclophosphamide,Nicotinamide riboside,0.9143,0.00998,0.02038,2.4803,0.0417,0.3434,0.0154,0.0035,0.1213,0.4,0.6,1.0,0.5,0.5,0.82,0.2333,-3.0549,-0.7234,True,0.3333,0.55,0.4324,0.0,infection,False,False,False,False,False
1536,Nicotinamide riboside,Phenytoin,0.9139,0.01496,0.02705,2.2404,0.0262,0.384,0.0108,0.0,0.0683,0.2,0.4,0.8571,0.75,0.7,0.8667,-0.5333,-0.7234,-2.5343,False,0.3333,0.6,0.1333,0.0,teratogenicity,False,False,False,False,False
1537,Methotrexate,Nicotinamide riboside,0.9138,0.00249,0.00837,2.9768,0.0347,0.3048,0.0154,0.0,0.1138,0.4,0.6,1.0,0.5,0.5,1.0,0.1,-2.3127,-0.7234,True,0.3333,0.575,0.2735,0.0,infection,False,False,False,False,False
1538,Amiloride,Cladribine,0.9131,0.04489,0.05938,1.5919,0.0374,0.3099,0.0105,0.0,0.1208,0.3,0.4,1.0,0.75,0.45,0.6,0.0714,-2.6837,-2.961,True,0.3333,0.45,0.3108,0.0,infection,False,False,False,False,False
1539,Memantine,Phenytoin,0.9126,0.19701,0.20643,0.8948,0.0234,0.4539,0.0099,0.0,0.0516,0.1,0.2,0.6,1.0,0.75,1.0,-0.875,-2.6276,-2.5343,False,0.3333,0.55,0.1333,0.0,teratogenicity,False,False,False,False,False
1540,Bexarotene,Daclizumab,0.9124,0.00249,0.00837,2.9898,0.047,0.366,0.019,0.0028,0.1285,0.3,0.4,1.0,0.5,0.55,0.82,0.4821,-0.7904,-2.1815,True,0.3333,0.45,0.4626,0.0432,autoimmunity,False,False,False,False,False
